1;1;2018;21;0;0
2;1;2018;20;58;3
3;1;2018;9;51;1
4;1;2018;10;32;2
5;1;2018;8;23;3
6;1;2018;2;55;2
7;1;2018;8;26;-1
8;1;2018;11;47;-2
9;1;2018;20;2;-2
10;1;2018;3;40;0
11;1;2018;23;54;-2
12;1;2018;17;26;-5
13;1;2018;6;39;-7
14;1;2018;0;49;-5
15;1;2018;14;3;-8
16;1;2018;7;48;-10
17;1;2018;0;58;-7
18;1;2018;8;58;-6
19;1;2018;0;54;-3
20;1;2018;20;53;-6
21;1;2018;23;17;-10
22;1;2018;17;56;-11
23;1;2018;1;18;-12
24;1;2018;16;56;-5
25;1;2018;0;59;1
26;1;2018;7;5;3
27;1;2018;21;31;1
28;1;2018;1;44;1
29;1;2018;18;37;-2
30;1;2018;23;20;-6
31;1;2018;17;41;-10
1;2;2018;23;24;-9
2;2;2018;2;2;-2
3;2;2018;21;39;-5
4;2;2018;20;17;-8
5;2;2018;3;53;-7
6;2;2018;19;16;-9
7;2;2018;18;28;-7
8;2;2018;5;50;-6
9;2;2018;11;6;-5
10;2;2018;8;57;-4
11;2;2018;7;52;-4
12;2;2018;15;35;-2
13;2;2018;2;8;-2
14;2;2018;16;53;-8
15;2;2018;19;18;-11
16;2;2018;3;20;-7
17;2;2018;22;33;-5
18;2;2018;19;46;-4
19;2;2018;3;17;-6
20;2;2018;13;45;-11
21;2;2018;17;2;-15
22;2;2018;15;44;-14
23;2;2018;20;42;-13
24;2;2018;6;36;-14
25;2;2018;21;9;-11
26;2;2018;19;53;-14
27;2;2018;12;38;-17
28;2;2018;13;59;-17
1;3;2018;15;50;-16
2;3;2018;0;43;-13
3;3;2018;22;22;-10
4;3;2018;14;17;-11
5;3;2018;21;26;-11
6;3;2018;0;55;-10
7;3;2018;0;35;-9
8;3;2018;2;14;-6
9;3;2018;3;4;-2
10;3;2018;11;7;-2
11;3;2018;18;25;0
12;3;2018;19;47;-1
13;3;2018;20;30;2
14;3;2018;1;13;0
15;3;2018;20;50;-7
16;3;2018;13;29;-9
17;3;2018;7;45;-7
18;3;2018;1;24;-3
19;3;2018;15;16;0
20;3;2018;4;30;-1
21;3;2018;17;31;-7
22;3;2018;9;23;-1
23;3;2018;10;37;-4
24;3;2018;11;25;-5
25;3;2018;15;43;2
26;3;2018;8;59;-4
27;3;2018;3;33;-6
28;3;2018;21;8;-5
29;3;2018;14;39;-4
30;3;2018;0;33;-3
31;3;2018;13;23;-2
1;4;2018;11;40;0
2;4;2018;20;17;2
3;4;2018;7;31;1
4;4;2018;13;43;3
5;4;2018;11;24;8
6;4;2018;22;42;5
7;4;2018;20;54;3
8;4;2018;13;38;5
9;4;2018;6;2;11
10;4;2018;2;53;3
11;4;2018;2;16;2
12;4;2018;19;37;4
13;4;2018;21;13;5
14;4;2018;9;7;8
15;4;2018;22;28;9
16;4;2018;15;37;9
17;4;2018;12;6;9
18;4;2018;3;27;6
19;4;2018;4;17;8
20;4;2018;10;49;9
21;4;2018;10;6;6
22;4;2018;14;2;3
23;4;2018;22;39;3
24;4;2018;22;6;5
25;4;2018;18;53;8
26;4;2018;4;30;7
27;4;2018;3;54;7
28;4;2018;22;0;7
29;4;2018;21;57;9
30;4;2018;21;53;9
1;5;2018;19;17;7
2;5;2018;4;42;9
3;5;2018;8;38;11
4;5;2018;18;16;10
5;5;2018;7;39;6
6;5;2018;5;29;10
7;5;2018;9;0;14
8;5;2018;23;18;13
9;5;2018;8;52;10
10;5;2018;6;59;13
11;5;2018;17;55;15
12;5;2018;10;0;17
13;5;2018;20;33;19
14;5;2018;22;27;21
15;5;2018;7;29;21
16;5;2018;18;23;15
17;5;2018;23;6;17
18;5;2018;12;22;16
19;5;2018;5;8;12
20;5;2018;14;38;14
21;5;2018;18;31;17
22;5;2018;14;35;19
23;5;2018;2;29;16
24;5;2018;13;6;14
25;5;2018;0;26;15
26;5;2018;19;47;19
27;5;2018;19;21;18
28;5;2018;2;19;17
29;5;2018;22;52;19
30;5;2018;4;40;18
31;5;2018;11;15;11
1;6;2018;10;32;15
2;6;2018;9;28;18
3;6;2018;10;26;18
4;6;2018;6;55;16
5;6;2018;7;42;9
6;6;2018;23;3;10
7;6;2018;13;52;11
8;6;2018;7;40;10
9;6;2018;19;47;12
10;6;2018;10;11;15
11;6;2018;19;41;17
12;6;2018;6;5;16
13;6;2018;18;1;13
14;6;2018;11;35;16
15;6;2018;11;46;20
16;6;2018;0;14;21
17;6;2018;16;1;20
18;6;2018;0;45;20
19;6;2018;16;36;16
20;6;2018;18;55;16
21;6;2018;17;46;16
22;6;2018;8;13;17
23;6;2018;8;16;16
24;6;2018;17;1;15
25;6;2018;16;4;16
26;6;2018;18;0;18
27;6;2018;6;34;19
28;6;2018;20;27;20
29;6;2018;7;21;18
30;6;2018;1;19;11
1;7;2018;17;22;12
2;7;2018;5;59;13
3;7;2018;3;50;15
4;7;2018;13;29;16
5;7;2018;14;55;16
6;7;2018;12;29;16
7;7;2018;15;48;18
8;7;2018;3;50;17
9;7;2018;22;40;16
10;7;2018;14;51;15
11;7;2018;18;16;19
12;7;2018;7;54;22
13;7;2018;15;3;22
14;7;2018;6;13;22
15;7;2018;19;58;23
16;7;2018;4;51;25
17;7;2018;5;49;26
18;7;2018;3;21;25
19;7;2018;4;34;24
20;7;2018;21;7;23
21;7;2018;19;52;22
22;7;2018;3;28;22
23;7;2018;2;17;22
24;7;2018;4;44;24
25;7;2018;23;52;22
26;7;2018;10;39;22
27;7;2018;7;51;23
28;7;2018;17;2;25
29;7;2018;15;5;23
30;7;2018;0;59;22
31;7;2018;21;14;22
1;8;2018;4;32;23
2;8;2018;15;4;24
3;8;2018;15;33;24
4;8;2018;20;48;22
5;8;2018;14;20;19
6;8;2018;16;17;19
7;8;2018;1;50;17
8;8;2018;8;24;19
9;8;2018;22;15;24
10;8;2018;21;25;26
11;8;2018;15;2;21
12;8;2018;20;52;16
13;8;2018;7;24;16
14;8;2018;14;28;16
15;8;2018;16;3;16
16;8;2018;21;7;18
17;8;2018;12;12;20
18;8;2018;1;1;20
19;8;2018;9;22;18
20;8;2018;11;34;17
21;8;2018;18;33;15
22;8;2018;20;56;14
23;8;2018;1;13;19
24;8;2018;8;0;20
25;8;2018;21;10;18
26;8;2018;18;27;15
27;8;2018;11;15;16
28;8;2018;2;47;16
29;8;2018;6;44;15
30;8;2018;20;0;16
31;8;2018;0;47;15
1;9;2018;9;3;17
2;9;2018;12;43;18
3;9;2018;17;6;18
4;9;2018;13;11;17
5;9;2018;5;12;18
6;9;2018;21;18;19
7;9;2018;4;38;19
8;9;2018;19;10;18
9;9;2018;23;50;15
10;9;2018;15;29;13
11;9;2018;13;10;14
12;9;2018;10;44;16
13;9;2018;0;53;13
14;9;2018;5;36;13
15;9;2018;3;46;15
16;9;2018;23;23;13
18;9;2018;5;10;15
19;9;2018;5;32;17
20;9;2018;1;1;18
21;9;2018;20;9;18
22;9;2018;1;5;15
23;9;2018;21;30;10
24;9;2018;5;59;7
25;9;2018;10;32;7
26;9;2018;14;47;9
27;9;2018;14;57;9
28;9;2018;15;33;7
29;9;2018;22;13;6
30;9;2018;10;7;9
1;10;2018;6;54;11
2;10;2018;4;42;8
3;10;2018;16;37;8
4;10;2018;16;3;5
5;10;2018;2;34;5
6;10;2018;20;14;9
7;10;2018;17;41;6
8;10;2018;11;53;5
9;10;2018;9;57;10
10;10;2018;10;34;11
11;10;2018;20;46;8
12;10;2018;14;31;9
13;10;2018;12;4;12
14;10;2018;2;47;14
15;10;2018;10;57;13
16;10;2018;7;36;11
17;10;2018;15;45;11
18;10;2018;18;24;12
19;10;2018;2;45;7
20;10;2018;1;0;6
21;10;2018;19;8;7
22;10;2018;20;13;8
23;10;2018;9;4;4
24;10;2018;1;18;4
25;10;2018;9;2;2
26;10;2018;2;57;1
27;10;2018;21;44;2
28;10;2018;14;46;1
29;10;2018;4;42;-2
30;10;2018;2;57;-1
31;10;2018;7;51;3
1;11;2018;13;17;8
2;11;2018;21;5;8
3;11;2018;11;2;9
4;11;2018;10;4;6
5;11;2018;13;30;4
6;11;2018;14;19;4
7;11;2018;15;28;5
8;11;2018;18;0;5
9;11;2018;16;40;4
10;11;2018;3;45;3
11;11;2018;5;22;3
12;11;2018;10;0;2
13;11;2018;12;40;2
14;11;2018;19;14;5
15;11;2018;15;41;6
16;11;2018;8;48;6
23;11;2018;19;41;0
24;11;2018;18;58;1
25;11;2018;10;12;-1
26;11;2018;8;22;-3
27;11;2018;3;20;-3
28;11;2018;3;5;-6
29;11;2018;14;22;-6
30;11;2018;10;37;-4
1;12;2018;0;47;-6
2;12;2018;12;51;-5
3;12;2018;19;2;-5
4;12;2018;21;30;0
5;12;2018;2;32;2
6;12;2018;8;18;1
7;12;2018;12;23;0
8;12;2018;12;57;-2
9;12;2018;1;32;-1
10;12;2018;4;21;-2
11;12;2018;18;28;-1
12;12;2018;14;5;-1
13;12;2018;8;15;-1
14;12;2018;4;59;-4
15;12;2018;9;25;-5
16;12;2018;11;1;-8
17;12;2018;0;38;-9
18;12;2018;23;48;-6
19;12;2018;0;52;-8
20;12;2018;21;38;-9
21;12;2018;0;40;-12
22;12;2018;20;26;-10
23;12;2018;11;0;-5
24;12;2018;1;25;-4
25;12;2018;13;29;-3
26;12;2018;18;58;-1
27;12;2018;9;19;-4
28;12;2018;23;13;-3
29;12;2018;0;59;-1
30;12;2018;16;18;0
31;12;2018;18;24;-2
1;1;2019;4;55;-1
2;1;2019;8;53;0
3;1;2019;1;30;-3
4;1;2019;1;6;-7
5;1;2019;7;26;-5
6;1;2019;20;3;-7
7;1;2019;8;15;-3
8;1;2019;11;36;-3
9;1;2019;5;3;-4
10;1;2019;15;33;-5
11;1;2019;8;31;-3
12;1;2019;21;37;-3
13;1;2019;0;48;-5
14;1;2019;4;53;-1
15;1;2019;23;20;-3
16;1;2019;20;47;-4
17;1;2019;0;53;-3
18;1;2019;21;8;-9
19;1;2019;10;24;-9
20;1;2019;11;17;-8
21;1;2019;5;7;-18
22;1;2019;2;22;-14
23;1;2019;17;19;-13
24;1;2019;20;3;-14
25;1;2019;16;45;-16
26;1;2019;12;17;-11
27;1;2019;12;12;-14
28;1;2019;12;53;-15
29;1;2019;17;9;-8
30;1;2019;2;43;0
31;1;2019;2;12;-5
1;2;2019;4;51;-4
2;2;2019;11;35;-3
3;2;2019;14;43;-2
4;2;2019;12;13;-1
5;2;2019;6;8;-3
6;2;2019;15;15;-4
7;2;2019;18;13;-7
8;2;2019;16;50;0
9;2;2019;13;0;2
10;2;2019;1;7;2
11;2;2019;9;45;1
12;2;2019;10;42;0
13;2;2019;8;53;-3
14;2;2019;3;44;1
15;2;2019;17;36;3
16;2;2019;5;35;2
17;2;2019;16;39;1
18;2;2019;1;39;-3
19;2;2019;7;21;2
20;2;2019;9;4;0
21;2;2019;22;5;-6
22;2;2019;17;10;-7
23;2;2019;14;3;-2
24;2;2019;4;50;2
25;2;2019;13;0;3
26;2;2019;18;24;1
27;2;2019;21;41;1
28;2;2019;8;9;0
1;3;2019;3;16;-6
2;3;2019;19;29;-4
3;3;2019;15;51;-7
4;3;2019;9;21;-7
5;3;2019;21;8;-4
6;3;2019;9;14;-9
7;3;2019;12;18;-3
8;3;2019;4;20;4
9;3;2019;14;56;1
10;3;2019;2;21;2
11;3;2019;23;54;-3
12;3;2019;12;32;-4
13;3;2019;21;21;-3
14;3;2019;21;52;-3
15;3;2019;9;37;2
16;3;2019;10;15;2
17;3;2019;19;52;2
18;3;2019;2;10;3
19;3;2019;6;28;3
20;3;2019;23;3;1
21;3;2019;11;53;4
22;3;2019;5;41;3
23;3;2019;10;21;2
24;3;2019;2;30;3
25;3;2019;17;18;2
26;3;2019;4;44;-1
27;3;2019;3;52;-2
28;3;2019;0;42;4
29;3;2019;14;34;6
30;3;2019;7;25;6
31;3;2019;9;37;4
1;4;2019;4;8;2
2;4;2019;22;39;3
3;4;2019;20;40;5
4;4;2019;19;56;7
5;4;2019;1;12;8
6;4;2019;11;23;6
7;4;2019;7;11;7
8;4;2019;1;13;6
9;4;2019;19;36;2
10;4;2019;18;40;2
11;4;2019;18;36;-1
12;4;2019;20;56;2
13;4;2019;9;15;3
14;4;2019;17;21;4
15;4;2019;1;52;5
16;4;2019;20;59;6
17;4;2019;16;7;7
18;4;2019;16;30;7
19;4;2019;9;18;9
20;4;2019;13;4;6
21;4;2019;23;53;7
22;4;2019;2;49;12
23;4;2019;19;34;13
24;4;2019;9;45;14
25;4;2019;23;30;14
26;4;2019;12;13;15
27;4;2019;7;26;13
28;4;2019;15;10;5
29;4;2019;5;59;4
30;4;2019;1;0;7
1;5;2019;16;12;11
2;5;2019;2;30;9
3;5;2019;5;13;3
4;5;2019;20;52;6
5;5;2019;6;56;5
6;5;2019;22;35;6
7;5;2019;13;31;6
8;5;2019;8;27;7
9;5;2019;22;37;11
10;5;2019;2;53;15
11;5;2019;18;3;13
12;5;2019;23;19;13
13;5;2019;17;8;14
14;5;2019;21;31;10
15;5;2019;14;20;10
20;5;2019;4;59;19
21;5;2019;14;12;20
22;5;2019;13;55;18
23;5;2019;12;31;9
24;5;2019;18;14;11
25;5;2019;23;44;13
26;5;2019;4;2;11
27;5;2019;0;48;11
28;5;2019;9;49;15
29;5;2019;20;56;15
30;5;2019;19;42;12
31;5;2019;16;15;12
1;6;2019;11;10;14
2;6;2019;9;45;13
3;6;2019;5;26;14
4;6;2019;22;55;21
5;6;2019;9;38;23
6;6;2019;5;2;24
7;6;2019;4;38;24
8;6;2019;10;29;25
9;6;2019;5;19;20
10;6;2019;6;9;17
11;6;2019;5;51;17
12;6;2019;6;21;14
13;6;2019;1;44;15
14;6;2019;12;15;15
15;6;2019;22;25;15
16;6;2019;4;11;17
17;6;2019;21;9;20
18;6;2019;0;27;19
19;6;2019;1;53;19
20;6;2019;3;34;23
21;6;2019;20;9;23
22;6;2019;9;55;18
23;6;2019;16;35;18
24;6;2019;0;21;17
25;6;2019;14;35;18
26;6;2019;23;34;16
27;6;2019;16;52;16
28;6;2019;6;32;16
29;6;2019;21;22;16
30;6;2019;9;42;18
1;7;2019;7;20;21
2;7;2019;5;13;17
3;7;2019;3;49;16
4;7;2019;20;54;14
5;7;2019;14;35;12
6;7;2019;17;34;13
7;7;2019;23;38;15
8;7;2019;2;10;16
9;7;2019;21;10;15
10;7;2019;8;10;14
11;7;2019;9;56;11
12;7;2019;4;33;12
13;7;2019;10;13;14
14;7;2019;14;13;15
15;7;2019;6;25;15
16;7;2019;12;32;17
17;7;2019;7;22;16
18;7;2019;1;56;17
19;7;2019;9;42;16
20;7;2019;7;33;18
21;7;2019;20;40;19
22;7;2019;3;21;20
23;7;2019;15;5;20
24;7;2019;22;29;18
25;7;2019;1;11;19
26;7;2019;7;19;24
27;7;2019;0;36;25
28;7;2019;3;9;20
29;7;2019;9;34;14
30;7;2019;22;22;12
31;7;2019;9;32;11
1;8;2019;12;41;13
2;8;2019;23;21;14
3;8;2019;11;22;12
4;8;2019;5;39;13
5;8;2019;11;53;14
6;8;2019;4;4;14
7;8;2019;2;21;14
8;8;2019;12;49;17
9;8;2019;10;37;17
10;8;2019;14;35;17
11;8;2019;9;22;16
12;8;2019;9;23;19
13;8;2019;15;29;18
14;8;2019;17;25;18
15;8;2019;12;46;16
16;8;2019;1;14;16
17;8;2019;9;45;17
18;8;2019;10;53;17
19;8;2019;9;57;18
20;8;2019;23;51;18
21;8;2019;18;18;16
22;8;2019;18;27;17
23;8;2019;11;19;17
24;8;2019;23;34;16
25;8;2019;23;17;16
26;8;2019;20;17;18
27;8;2019;10;59;17
28;8;2019;19;48;18
29;8;2019;6;54;18
30;8;2019;3;50;19
31;8;2019;12;50;18
1;9;2019;6;10;19
2;9;2019;10;22;19
3;9;2019;7;51;16
4;9;2019;7;17;15
5;9;2019;8;33;17
6;9;2019;7;51;14
7;9;2019;21;46;14
8;9;2019;5;41;15
9;9;2019;19;20;16
10;9;2019;16;52;20
11;9;2019;17;17;18
12;9;2019;23;44;16
13;9;2019;21;39;14
14;9;2019;2;12;11
15;9;2019;9;20;9
16;9;2019;14;16;10
17;9;2019;18;45;8
18;9;2019;20;41;8
19;9;2019;20;33;6
20;9;2019;1;35;7
21;9;2019;14;53;6
22;9;2019;20;30;6
23;9;2019;10;28;5
24;9;2019;1;53;5
25;9;2019;18;40;5
26;9;2019;12;29;7
27;9;2019;0;54;9
28;9;2019;1;10;9
29;9;2019;4;36;8
30;9;2019;0;29;12
1;10;2019;15;52;9
2;10;2019;12;40;7
3;10;2019;23;49;5
4;10;2019;3;39;3
5;10;2019;18;58;2
6;10;2019;16;20;2
7;10;2019;0;52;2
8;10;2019;4;54;4
9;10;2019;6;19;5
10;10;2019;19;53;6
11;10;2019;5;16;9
12;10;2019;12;49;10
13;10;2019;4;58;10
14;10;2019;23;22;6
15;10;2019;7;54;4
16;10;2019;21;18;5
17;10;2019;22;24;5
18;10;2019;12;58;6
19;10;2019;22;9;11
20;10;2019;12;56;9
21;10;2019;8;55;8
22;10;2019;4;33;9
23;10;2019;6;38;11
24;10;2019;9;30;10
25;10;2019;12;53;11
26;10;2019;23;56;10
27;10;2019;7;43;5
28;10;2019;22;11;1
29;10;2019;0;0;0
30;10;2019;16;38;-2
31;10;2019;7;55;0
1;11;2019;16;17;1
2;11;2019;19;58;1
3;11;2019;23;1;3
4;11;2019;19;15;2
5;11;2019;11;26;1
6;11;2019;9;25;0
7;11;2019;5;46;-4
8;11;2019;10;23;-2
9;11;2019;23;29;3
10;11;2019;1;12;7
11;11;2019;8;49;5
12;11;2019;7;28;3
13;11;2019;22;48;6
14;11;2019;15;14;9
15;11;2019;8;56;5
16;11;2019;0;2;3
17;11;2019;15;51;6
18;11;2019;8;48;5
19;11;2019;13;30;6
20;11;2019;5;28;3
21;11;2019;19;28;3
22;11;2019;12;15;-4
23;11;2019;18;25;-7
24;11;2019;9;48;-8
25;11;2019;19;33;-7
26;11;2019;10;47;-3
27;11;2019;15;48;-1
28;11;2019;4;11;1
29;11;2019;15;32;1
30;11;2019;15;32;-2
1;12;2019;14;9;-3
2;12;2019;23;51;-1
3;12;2019;7;17;-3
4;12;2019;20;20;2
5;12;2019;15;45;5
6;12;2019;3;14;4
7;12;2019;8;20;4
8;12;2019;10;17;2
9;12;2019;17;35;5
10;12;2019;1;15;2
11;12;2019;19;16;-4
12;12;2019;13;13;-1
13;12;2019;14;9;2
14;12;2019;5;57;1
15;12;2019;23;40;1
16;12;2019;10;49;1
17;12;2019;21;20;3
18;12;2019;2;22;4
19;12;2019;15;12;2
20;12;2019;4;13;1
21;12;2019;14;30;2
22;12;2019;22;48;4
23;12;2019;18;46;4
24;12;2019;20;57;4
25;12;2019;5;5;4
26;12;2019;3;5;1
27;12;2019;17;38;0
28;12;2019;14;6;-2
29;12;2019;19;8;-4
30;12;2019;11;34;3
31;12;2019;18;50;2
